"","administrative","city","airport","imported","cases","region","population","date","Date"
"368","District","Anping District ","No","No",0,"South",67105,"2021-02-15",2021-02-15
"369","District","Anping District ","No","No",0,"South",67105,"2021-02-16",2021-02-16
"370","District","Anping District ","No","No",0,"South",67105,"2021-02-17",2021-02-17
"371","District","Anping District ","No","No",0,"South",67105,"2021-02-18",2021-02-18
"372","District","Anping District ","No","No",0,"South",67105,"2021-02-19",2021-02-19
"373","District","Anping District ","No","No",0,"South",67105,"2021-02-20",2021-02-20
"374","District","Anping District ","No","No",0,"South",67105,"2021-02-21",2021-02-21
"375","District","Anping District ","No","No",0,"South",67105,"2021-02-22",2021-02-22
"376","District","Anping District ","No","No",0,"South",67105,"2021-02-23",2021-02-23
"377","District","Anping District ","No","No",0,"South",67105,"2021-02-24",2021-02-24
"378","District","Anping District ","No","No",0,"South",67105,"2021-02-25",2021-02-25
"379","District","Anping District ","No","No",0,"South",67105,"2021-02-26",2021-02-26
"380","District","Anping District ","No","No",0,"South",67105,"2021-02-27",2021-02-27
"381","District","Anping District ","No","No",0,"South",67105,"2021-02-28",2021-02-28
"382","District","Anping District ","No","No",0,"South",67105,"2021-03-01",2021-03-01
"383","District","Anping District ","No","No",0,"South",67105,"2021-03-02",2021-03-02
"384","District","Anping District ","No","No",0,"South",67105,"2021-03-03",2021-03-03
"385","District","Anping District ","No","No",0,"South",67105,"2021-03-04",2021-03-04
"386","District","Anping District ","No","No",0,"South",67105,"2021-03-05",2021-03-05
"387","District","Anping District ","No","No",0,"South",67105,"2021-03-06",2021-03-06
"388","District","Anping District ","No","No",0,"South",67105,"2021-03-07",2021-03-07
"389","District","Anping District ","No","No",0,"South",67105,"2021-03-08",2021-03-08
"390","District","Anping District ","No","No",0,"South",67105,"2021-03-09",2021-03-09
"391","District","Anping District ","No","No",0,"South",67105,"2021-03-10",2021-03-10
"392","District","Anping District ","No","No",0,"South",67105,"2021-03-11",2021-03-11
"393","District","Anping District ","No","No",0,"South",67105,"2021-03-12",2021-03-12
"394","District","Anping District ","No","No",0,"South",67105,"2021-03-13",2021-03-13
"395","District","Anping District ","No","No",0,"South",67105,"2021-03-14",2021-03-14
"396","District","Anping District ","No","No",0,"South",67105,"2021-03-15",2021-03-15
"397","District","Anping District ","No","No",0,"South",67105,"2021-03-16",2021-03-16
"398","District","Anping District ","No","No",0,"South",67105,"2021-03-17",2021-03-17
"399","District","Anping District ","No","No",0,"South",67105,"2021-03-18",2021-03-18
"400","District","Anping District ","No","No",0,"South",67105,"2021-03-19",2021-03-19
"401","District","Anping District ","No","No",0,"South",67105,"2021-03-20",2021-03-20
"402","District","Anping District ","No","No",0,"South",67105,"2021-03-21",2021-03-21
"403","District","Anping District ","No","No",0,"South",67105,"2021-03-22",2021-03-22
"404","District","Anping District ","No","No",0,"South",67105,"2021-03-23",2021-03-23
"405","District","Anping District ","No","No",0,"South",67105,"2021-03-24",2021-03-24
"406","District","Anping District ","No","No",0,"South",67105,"2021-03-25",2021-03-25
"407","District","Anping District ","No","No",0,"South",67105,"2021-03-26",2021-03-26
"408","District","Anping District ","No","No",0,"South",67105,"2021-03-27",2021-03-27
"409","District","Anping District ","No","No",0,"South",67105,"2021-03-28",2021-03-28
"410","District","Anping District ","No","No",0,"South",67105,"2021-03-29",2021-03-29
"411","District","Anping District ","No","No",0,"South",67105,"2021-03-30",2021-03-30
"412","District","Anping District ","No","No",0,"South",67105,"2021-03-31",2021-03-31
"413","District","Anping District ","No","No",0,"South",67105,"2021-04-01",2021-04-01
"414","District","Anping District ","No","No",0,"South",67105,"2021-04-02",2021-04-02
"415","District","Anping District ","No","No",0,"South",67105,"2021-04-03",2021-04-03
"416","District","Anping District ","No","No",0,"South",67105,"2021-04-04",2021-04-04
"417","District","Anping District ","No","No",0,"South",67105,"2021-04-05",2021-04-05
"418","District","Anping District ","No","No",0,"South",67105,"2021-04-06",2021-04-06
"419","District","Anping District ","No","No",0,"South",67105,"2021-04-07",2021-04-07
"420","District","Anping District ","No","No",0,"South",67105,"2021-04-08",2021-04-08
"421","District","Anping District ","No","No",0,"South",67105,"2021-04-09",2021-04-09
"422","District","Anping District ","No","No",0,"South",67105,"2021-04-10",2021-04-10
"423","District","Anping District ","No","No",0,"South",67105,"2021-04-11",2021-04-11
"424","District","Anping District ","No","No",0,"South",67105,"2021-04-12",2021-04-12
"425","District","Anping District ","No","No",0,"South",67105,"2021-04-13",2021-04-13
"426","District","Anping District ","No","No",0,"South",67105,"2021-04-14",2021-04-14
"427","District","Anping District ","No","No",0,"South",67105,"2021-04-15",2021-04-15
"428","District","Anping District ","No","No",0,"South",67105,"2021-04-16",2021-04-16
"429","District","Anping District ","No","No",0,"South",67105,"2021-04-17",2021-04-17
"430","District","Anping District ","No","No",0,"South",67105,"2021-04-18",2021-04-18
"431","District","Anping District ","No","No",0,"South",67105,"2021-04-19",2021-04-19
"432","District","Anping District ","No","No",0,"South",67105,"2021-04-20",2021-04-20
"433","District","Anping District ","No","No",0,"South",67105,"2021-04-21",2021-04-21
"434","District","Anping District ","No","No",0,"South",67105,"2021-04-22",2021-04-22
"435","District","Anping District ","No","No",0,"South",67105,"2021-04-23",2021-04-23
"436","District","Anping District ","No","No",0,"South",67105,"2021-04-24",2021-04-24
"437","District","Anping District ","No","No",0,"South",67105,"2021-04-25",2021-04-25
"438","District","Anping District ","No","No",0,"South",67105,"2021-04-26",2021-04-26
"439","District","Anping District ","No","No",0,"South",67105,"2021-04-27",2021-04-27
"440","District","Anping District ","No","No",0,"South",67105,"2021-04-28",2021-04-28
"441","District","Anping District ","No","No",0,"South",67105,"2021-04-29",2021-04-29
"442","District","Anping District ","No","No",0,"South",67105,"2021-04-30",2021-04-30
"443","District","Anping District ","No","No",0,"South",67105,"2021-05-01",2021-05-01
"444","District","Anping District ","No","No",0,"South",67105,"2021-05-02",2021-05-02
"445","District","Anping District ","No","No",0,"South",67105,"2021-05-03",2021-05-03
"446","District","Anping District ","No","No",0,"South",67105,"2021-05-04",2021-05-04
"447","District","Anping District ","No","No",0,"South",67105,"2021-05-05",2021-05-05
"448","District","Anping District ","No","No",0,"South",67105,"2021-05-06",2021-05-06
"449","District","Anping District ","No","No",0,"South",67105,"2021-05-07",2021-05-07
"450","District","Anping District ","No","No",0,"South",67105,"2021-05-08",2021-05-08
"451","District","Anping District ","No","No",0,"South",67105,"2021-05-09",2021-05-09
"452","District","Anping District ","No","No",0,"South",67105,"2021-05-10",2021-05-10
"453","District","Anping District ","No","No",0,"South",67105,"2021-05-11",2021-05-11
"454","District","Anping District ","No","No",0,"South",67105,"2021-05-12",2021-05-12
"455","District","Anping District ","No","No",0,"South",67105,"2021-05-13",2021-05-13
"456","District","Anping District ","No","No",0,"South",67105,"2021-05-14",2021-05-14
"457","District","Anping District ","No","No",0,"South",67105,"2021-05-15",2021-05-15
"458","District","Anping District ","No","No",0,"South",67105,"2021-05-16",2021-05-16
"459","District","Anping District ","No","No",0,"South",67105,"2021-05-17",2021-05-17
"460","District","Anping District ","No","No",0,"South",67105,"2021-05-18",2021-05-18
"461","District","Anping District ","No","No",0,"South",67105,"2021-05-19",2021-05-19
"462","District","Anping District ","No","No",0,"South",67105,"2021-05-20",2021-05-20
"463","District","Anping District ","No","No",0,"South",67105,"2021-05-21",2021-05-21
"464","District","Anping District ","No","No",0,"South",67105,"2021-05-22",2021-05-22
"465","District","Anping District ","No","No",0,"South",67105,"2021-05-23",2021-05-23
"466","District","Anping District ","No","No",1,"South",67105,"2021-05-24",2021-05-24
"467","District","Anping District ","No","No",1,"South",67105,"2021-05-25",2021-05-25
"468","District","Anping District ","No","No",1,"South",67105,"2021-05-26",2021-05-26
"469","District","Anping District ","No","No",0,"South",67105,"2021-05-27",2021-05-27
"470","District","Anping District ","No","No",0,"South",67105,"2021-05-28",2021-05-28
"471","District","Anping District ","No","No",0,"South",67105,"2021-05-29",2021-05-29
"472","District","Anping District ","No","No",0,"South",67105,"2021-05-30",2021-05-30
"473","District","Anping District ","No","No",0,"South",67105,"2021-05-31",2021-05-31
"474","District","Anping District ","No","No",0,"South",67105,"2021-06-01",2021-06-01
"475","District","Anping District ","No","No",0,"South",67105,"2021-06-02",2021-06-02
"476","District","Anping District ","No","No",0,"South",67105,"2021-06-03",2021-06-03
"477","District","Anping District ","No","No",0,"South",67105,"2021-06-04",2021-06-04
"478","District","Anping District ","No","No",0,"South",67105,"2021-06-05",2021-06-05
"479","District","Anping District ","No","No",0,"South",67105,"2021-06-06",2021-06-06
"480","District","Anping District ","No","No",0,"South",67105,"2021-06-07",2021-06-07
"481","District","Anping District ","No","No",0,"South",67105,"2021-06-08",2021-06-08
"482","District","Anping District ","No","No",0,"South",67105,"2021-06-09",2021-06-09
"483","District","Anping District ","No","No",0,"South",67105,"2021-06-10",2021-06-10
"484","District","Bade District","Yes","No",0,"North",206409,"2021-01-01",2021-01-01
"485","District","Bade District","Yes","No",0,"North",206409,"2021-01-02",2021-01-02
"486","District","Bade District","Yes","No",0,"North",206409,"2021-01-03",2021-01-03
"487","District","Bade District","Yes","No",0,"North",206409,"2021-01-04",2021-01-04
"488","District","Bade District","Yes","No",0,"North",206409,"2021-01-05",2021-01-05
"489","District","Bade District","Yes","No",0,"North",206409,"2021-01-06",2021-01-06
"490","District","Bade District","Yes","No",0,"North",206409,"2021-01-07",2021-01-07
"491","District","Bade District","Yes","No",0,"North",206409,"2021-01-08",2021-01-08
"492","District","Bade District","Yes","No",0,"North",206409,"2021-01-09",2021-01-09
"493","District","Bade District","Yes","No",0,"North",206409,"2021-01-10",2021-01-10
"494","District","Bade District","Yes","No",0,"North",206409,"2021-01-11",2021-01-11
"495","District","Bade District","Yes","No",0,"North",206409,"2021-01-12",2021-01-12
"496","District","Bade District","Yes","No",0,"North",206409,"2021-01-13",2021-01-13
"497","District","Bade District","Yes","No",0,"North",206409,"2021-01-14",2021-01-14
"498","District","Bade District","Yes","No",0,"North",206409,"2021-01-15",2021-01-15
"499","District","Bade District","Yes","No",0,"North",206409,"2021-01-16",2021-01-16
"500","District","Bade District","Yes","No",0,"North",206409,"2021-01-17",2021-01-17
"501","District","Bade District","Yes","No",0,"North",206409,"2021-01-18",2021-01-18
"502","District","Bade District","Yes","No",0,"North",206409,"2021-01-19",2021-01-19
"503","District","Bade District","Yes","No",0,"North",206409,"2021-01-20",2021-01-20
"504","District","Bade District","Yes","No",0,"North",206409,"2021-01-21",2021-01-21
"505","District","Bade District","Yes","No",0,"North",206409,"2021-01-22",2021-01-22
"506","District","Bade District","Yes","No",0,"North",206409,"2021-01-23",2021-01-23
"507","District","Bade District","Yes","No",1,"North",206409,"2021-01-24",2021-01-24
"508","District","Bade District","Yes","No",0,"North",206409,"2021-01-25",2021-01-25
"509","District","Bade District","Yes","No",0,"North",206409,"2021-01-26",2021-01-26
"510","District","Bade District","Yes","No",0,"North",206409,"2021-01-27",2021-01-27
"511","District","Bade District","Yes","No",0,"North",206409,"2021-01-28",2021-01-28
"512","District","Bade District","Yes","No",0,"North",206409,"2021-01-29",2021-01-29
"513","District","Bade District","Yes","No",0,"North",206409,"2021-01-30",2021-01-30
"514","District","Bade District","Yes","No",0,"North",206409,"2021-01-31",2021-01-31
"515","District","Bade District","Yes","No",0,"North",206409,"2021-02-01",2021-02-01
"516","District","Bade District","Yes","No",0,"North",206409,"2021-02-02",2021-02-02
"517","District","Bade District","Yes","No",0,"North",206409,"2021-02-03",2021-02-03
"518","District","Bade District","Yes","No",0,"North",206409,"2021-02-04",2021-02-04
"519","District","Bade District","Yes","No",0,"North",206409,"2021-02-05",2021-02-05
"520","District","Bade District","Yes","No",0,"North",206409,"2021-02-06",2021-02-06
"521","District","Bade District","Yes","No",0,"North",206409,"2021-02-07",2021-02-07
"522","District","Bade District","Yes","No",0,"North",206409,"2021-02-08",2021-02-08
